,train_loss,train_acc,val_loss,val_acc
0,0.01593076785935296,0.25022222222222223,0.01509381754398346,0.334
1,0.012812083135710823,0.4020666666666667,0.012528246927261353,0.4248
2,0.011209866735670301,0.4792666666666667,0.010978593015670777,0.497
3,0.010330865666601394,0.5208,0.01018082309961319,0.5424
4,0.009753947885831197,0.5468888888888889,0.010454542636871338,0.5372
5,0.009287808974583943,0.5717777777777778,0.009187838172912598,0.583
6,0.00895048135386573,0.5874222222222223,0.009250329947471618,0.5844
7,0.008601946744653914,0.6026888888888889,0.00939548181295395,0.5858
8,0.00836001135773129,0.6178666666666667,0.009038239991664886,0.5952
9,0.008186940059396956,0.6251555555555556,0.008428729224205017,0.623
10,0.00802184782690472,0.6328,0.008527562081813812,0.6088
11,0.007848626595073276,0.6401555555555556,0.008481861412525177,0.6204
12,0.007709296083450317,0.646888888888889,0.008418783056735992,0.6258
13,0.007599260898431142,0.6528222222222223,0.008083180093765258,0.634
14,0.007481240267223782,0.6584222222222222,0.008513265943527222,0.6268
15,0.007348795549074809,0.6647555555555555,0.007883556699752808,0.6468
16,0.007310191210110982,0.6670444444444444,0.007789474642276764,0.6566
17,0.0071808630545934045,0.6715111111111112,0.0079098628282547,0.655
18,0.007086608442995283,0.6754888888888889,0.008128381311893463,0.6418
19,0.007052630685435401,0.6776888888888889,0.00790917888879776,0.6508
